sample_id	donor_id	tissue	ex5_6	ex6_7	log_ex5_6	log_ex6_7
"GTEX-14PN4-0011-R3b-SM-686ZU"	"GTEX-14PN4"	"Brain - Anterior cingulate cortex (BA24)"	65	45	4.18965474202643	3.8286413964891
"GTEX-14PN4-0011-R4a-SM-686ZT"	"GTEX-14PN4"	"Brain - Amygdala"	52	48	3.97029191355212	3.89182029811063
"GTEX-14PN4-0011-R5a-SM-686ZV"	"GTEX-14PN4"	"Brain - Caudate (basal ganglia)"	64	42	4.17438726989564	3.76120011569356
"GTEX-14PN4-0011-R6b-SM-69LQU"	"GTEX-14PN4"	"Brain - Nucleus accumbens (basal ganglia)"	80	79	4.39444915467244	4.38202663467388
"GTEX-14PN4-0011-R7b-SM-69LQQ"	"GTEX-14PN4"	"Brain - Putamen (basal ganglia)"	51	38	3.95124371858143	3.66356164612965
"GTEX-14PN4-0011-R8a-SM-6EU1H"	"GTEX-14PN4"	"Brain - Hypothalamus"	62	46	4.14313472639153	3.85014760171006
"GTEX-14PN4-0011-R9a-SM-6LLH9"	"GTEX-14PN4"	"Brain - Spinal cord (cervical c-1)"	153	110	5.03695260241363	4.70953020131233
"GTEX-14PN4-3026-SM-664O4"	"GTEX-14PN4"	"Brain - Cerebellum"	21	26	3.09104245335832	3.29583686600433
"GTEX-14PQA-0011-R10a-SM-6AJAA"	"GTEX-14PQA"	"Brain - Frontal Cortex (BA9)"	64	50	4.17438726989564	3.93182563272433
"GTEX-14PQA-0011-R1b-SM-6EU1G"	"GTEX-14PQA"	"Brain - Hippocampus"	61	47	4.12713438504509	3.87120101090789
"GTEX-14PQA-0011-R3b-SM-69LQO"	"GTEX-14PQA"	"Brain - Anterior cingulate cortex (BA24)"	51	42	3.95124371858143	3.76120011569356
"GTEX-14PQA-0011-R4b-SM-6AJBU"	"GTEX-14PQA"	"Brain - Amygdala"	56	43	4.04305126783455	3.78418963391826
"GTEX-14PQA-0011-R5b-SM-6AJC2"	"GTEX-14PQA"	"Brain - Caudate (basal ganglia)"	45	31	3.8286413964891	3.46573590279973
"GTEX-14PQA-0011-R6b-SM-6AJAM"	"GTEX-14PQA"	"Brain - Nucleus accumbens (basal ganglia)"	28	20	3.36729582998647	3.04452243772342
"GTEX-14PQA-0011-R8b-SM-6AJAB"	"GTEX-14PQA"	"Brain - Hypothalamus"	44	36	3.80666248977032	3.61091791264422
"GTEX-15CHQ-0011-R10b-SM-6AJBV"	"GTEX-15CHQ"	"Brain - Frontal Cortex (BA9)"	64	53	4.17438726989564	3.98898404656427
"GTEX-15CHQ-0011-R11b-SM-686ZZ"	"GTEX-15CHQ"	"Brain - Cerebellar Hemisphere"	23	18	3.17805383034795	2.94443897916644
"GTEX-15CHQ-0011-R1a-SM-COH27"	"GTEX-15CHQ"	"Brain - Hippocampus"	39	41	3.68887945411394	3.73766961828337
"GTEX-15CHQ-0011-R2b-SM-6AJAD"	"GTEX-15CHQ"	"Brain - Substantia nigra"	67	49	4.21950770517611	3.91202300542815
"GTEX-15CHQ-0011-R3b-SM-686ZY"	"GTEX-15CHQ"	"Brain - Anterior cingulate cortex (BA24)"	62	43	4.14313472639153	3.78418963391826
"GTEX-15CHQ-0011-R4a-SM-686ZX"	"GTEX-15CHQ"	"Brain - Amygdala"	37	38	3.63758615972639	3.66356164612965
"GTEX-15CHQ-0011-R5b-SM-6AJAN"	"GTEX-15CHQ"	"Brain - Caudate (basal ganglia)"	48	41	3.89182029811063	3.73766961828337
"GTEX-15CHQ-0011-R6b-SM-69LOX"	"GTEX-15CHQ"	"Brain - Nucleus accumbens (basal ganglia)"	72	39	4.29045944114839	3.68887945411394
"GTEX-15CHQ-0011-R7b-SM-D4P1Q"	"GTEX-15CHQ"	"Brain - Putamen (basal ganglia)"	45	40	3.8286413964891	3.71357206670431
"GTEX-15CHQ-0011-R8b-SM-CNPO4"	"GTEX-15CHQ"	"Brain - Hypothalamus"	24	34	3.2188758248682	3.55534806148941
"GTEX-15CHQ-0011-R9a-SM-6LLHX"	"GTEX-15CHQ"	"Brain - Spinal cord (cervical c-1)"	182	144	5.20948615284142	4.97673374242057
"GTEX-15DCD-0011-R10b-SM-6LPII"	"GTEX-15DCD"	"Brain - Frontal Cortex (BA9)"	60	45	4.11087386417331	3.8286413964891
"GTEX-15DCD-0011-R11a-SM-D4P1R"	"GTEX-15DCD"	"Brain - Cerebellar Hemisphere"	30	27	3.43398720448515	3.3322045101752
"GTEX-15DCD-0011-R1b-SM-6LPIJ"	"GTEX-15DCD"	"Brain - Hippocampus"	34	21	3.55534806148941	3.09104245335832
"GTEX-15DCD-0011-R2b-SM-6LPIE"	"GTEX-15DCD"	"Brain - Substantia nigra"	41	32	3.73766961828337	3.49650756146648
"GTEX-15DCD-0011-R3b-SM-D4P1P"	"GTEX-15DCD"	"Brain - Anterior cingulate cortex (BA24)"	52	57	3.97029191355212	4.06044301054642
"GTEX-15DCD-0011-R4a-SM-69LPB"	"GTEX-15DCD"	"Brain - Amygdala"	34	35	3.55534806148941	3.58351893845611
"GTEX-15DCD-0011-R5a-SM-CXZKZ"	"GTEX-15DCD"	"Brain - Caudate (basal ganglia)"	63	46	4.15888308335967	3.85014760171006
"GTEX-15DCD-0011-R6b-SM-6M46L"	"GTEX-15DCD"	"Brain - Nucleus accumbens (basal ganglia)"	39	26	3.68887945411394	3.29583686600433
"GTEX-15DCD-0011-R7b-SM-6LPID"	"GTEX-15DCD"	"Brain - Putamen (basal ganglia)"	40	38	3.71357206670431	3.66356164612965
"GTEX-15DCD-0011-R8b-SM-7KUEF"	"GTEX-15DCD"	"Brain - Hypothalamus"	41	32	3.73766961828337	3.49650756146648
"GTEX-15DCD-0011-R9b-SM-7KUED"	"GTEX-15DCD"	"Brain - Spinal cord (cervical c-1)"	111	98	4.71849887129509	4.59511985013459
"GTEX-15DCD-2926-SM-7KULT"	"GTEX-15DCD"	"Brain - Cortex"	37	23	3.63758615972639	3.17805383034795
"GTEX-15DDE-0011-R10a-SM-7KUKW"	"GTEX-15DDE"	"Brain - Frontal Cortex (BA9)"	30	28	3.43398720448515	3.36729582998647
"GTEX-15DDE-0011-R4b-SM-7KULI"	"GTEX-15DDE"	"Brain - Amygdala"	34	25	3.55534806148941	3.25809653802148
"GTEX-15DDE-0011-R9b-SM-6M46U"	"GTEX-15DDE"	"Brain - Spinal cord (cervical c-1)"	32	23	3.49650756146648	3.17805383034795
"GTEX-15DYW-0011-R11a-SM-6LPIT"	"GTEX-15DYW"	"Brain - Cerebellar Hemisphere"	8	8	2.19722457733622	2.19722457733622
"GTEX-15DYW-0011-R2b-SM-7KUKY"	"GTEX-15DYW"	"Brain - Substantia nigra"	35	32	3.58351893845611	3.49650756146648
"GTEX-15DYW-0011-R3b-SM-6LPIM"	"GTEX-15DYW"	"Brain - Anterior cingulate cortex (BA24)"	25	24	3.25809653802148	3.2188758248682
"GTEX-15DYW-0011-R4a-SM-6M46V"	"GTEX-15DYW"	"Brain - Amygdala"	46	41	3.85014760171006	3.73766961828337
"GTEX-15DYW-0011-R5a-SM-6M46W"	"GTEX-15DYW"	"Brain - Caudate (basal ganglia)"	28	27	3.36729582998647	3.3322045101752
"GTEX-15DYW-0011-R6b-SM-6PALA"	"GTEX-15DYW"	"Brain - Nucleus accumbens (basal ganglia)"	67	47	4.21950770517611	3.87120101090789
"GTEX-15DYW-0011-R7a-SM-7KULG"	"GTEX-15DYW"	"Brain - Putamen (basal ganglia)"	40	36	3.71357206670431	3.61091791264422
